uid;____;______ _____;______ ____;_____ _____;_____ ____
10Ê185Ê883;09.12.2016 11:08;___ _________;0;_____ ______ 70;350
10Ê177Ê908;09.12.2016 11:09;________ 2015;399;___ _________;0
10Ê002Ê431;15.10.2014 15:55;______ _____ 500 _________;380;________;400
10Ê002Ê431;09.12.2016 11:34;________;400;___ _________;0
10Ê181Ê466;13.09.2016 19:14;___ _________;0;________ 200 ____;449
10Ê181Ê466;09.12.2016 11:36;________ 200 ____;449;___ _________;0
10Ê185Ê938;09.12.2016 11:37;___ _________;0;_______ _______ 70;350
10Ê088Ê038;26.11.2012 13:57;___ _________;0;_______;300
10Ê088Ê038;09.12.2016 11:51;_______;300;___ _________;0
10Ê126Ê993;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê126Ê993;09.12.2016 11:54;_______ _______ 70;350;___ _________;0
10Ê140Ê383;17.10.2014 14:26;_______;300;________;400
10Ê140Ê383;09.12.2016 11:57;________;400;___ _________;0
10Ê174Ê859;09.12.2016 12:00;_____ ______ 70;350;___ _________;0
10Ê125Ê854;09.12.2016 12:17;___ _________;0;_____ ______ 70;350
10Ê125Ê854;09.12.2016 12:17;_____ ______ 70;350;________ 99;399
10Ê186Ê000;09.12.2016 12:23;___ _________;0;_____ ______ 70;350
10Ê186Ê000;09.12.2016 12:24;_____ ______ 70;350;________ 99;399
10Ê002Ê679;15.03.2016 10:14;______ _____ 600 _________;480;________;400
10Ê002Ê679;09.12.2016 12:47;________;400;___ _________;0
10Ê170Ê437;10.01.2016 9:48;___ _________;0;_____ ______ 50;300
10Ê170Ê437;09.12.2016 12:50;_____ ______ 50;300;___ _________;0
10Ê071Ê158;09.12.2016 13:02;___ _________;0;________;400
10Ê114Ê678;04.06.2016 17:40;___ _________;0;________ 2015;399
10Ê114Ê678;09.12.2016 13:03;________ 2015;399;___ _________;0
10Ê185Ê951;09.12.2016 13:08;___ _________;0;_____ ______ 50;300
10Ê185Ê848;09.12.2016 14:03;___ _________;0;_____ ______ 70;350
10Ê185Ê988;09.12.2016 14:09;___ _________;0;_____ ______ 70;350
10Ê185Ê988;09.12.2016 14:10;_____ ______ 70;350;________ 99;399
10Ê130Ê857;15.03.2016 10:14;______ _____ 600 ____;480;________;400
10Ê130Ê857;09.12.2016 14:14;________;400;___ _________;0
10Ê186Ê249;15.12.2016 12:09;___ _________;0;_____ ______ 70;350
10Ê174Ê563;01.04.2016 10:26;___ _________;0;_____ ______ 50;300
10Ê185Ê711;06.12.2016 16:00;___ _________;0;_____ ______ 70;350
10Ê185Ê711;09.12.2016 14:34;_____ ______ 70;350;________ 99;399
10Ê183Ê570;19.10.2016 15:56;___ _________;0;________ 2015;399
10Ê183Ê570;09.12.2016 14:42;________ 2015;399;___ _________;0
10Ê185Ê949;09.12.2016 14:59;___ _________;0;________ 2015;399
10Ê185Ê941;09.12.2016 15:28;___ _________;0;_____ ______ 70;350
10Ê185Ê941;09.12.2016 15:29;_____ ______ 70;350;________ 99;399
10Ê151Ê227;09.12.2016 15:52;___ _________;0;________ 2015;399
10Ê172Ê892;24.02.2016 20:32;___ _________;0;_____ ______ 50;300
10Ê185Ê904;09.12.2016 17:22;___ _________;0;_____ ______ 70;350
10Ê185Ê904;09.12.2016 17:22;_____ ______ 70;350;________ 99;399
10Ê185Ê987;13.12.2016 13:29;___ _________;0;_____ ______ 70;350
10Ê185Ê995;09.12.2016 18:05;___ _________;0;_____ ______ 70;350
10Ê185Ê995;09.12.2016 18:06;_____ ______ 70;350;________ 99;399
10Ê185Ê925;09.12.2016 18:13;___ _________;0;_____ ______ 70;350
10Ê185Ê925;09.12.2016 18:14;_____ ______ 70;350;________ 99;399
10Ê186Ê007;09.12.2016 18:33;___ _________;0;_____ ______ 50;300
10Ê186Ê062;11.12.2016 14:08;___ _________;0;_____ ______ 50;300
10Ê079Ê575;09.12.2016 18:52;___ _________;0;________ 2015;399
10Ê161Ê220;09.12.2016 18:55;___ _________;0;________ 2015;399
10Ê185Ê923;09.12.2016 19:10;___ _________;0;_____ ______ 70;350
10Ê185Ê868;09.12.2016 19:19;___ _________;0;_____ ______ 50;300
10Ê184Ê134;31.10.2016 15:51;___ _________;0;________;400
10Ê184Ê134;09.12.2016 19:36;________;400;_____ ______ 70;350
10Ê185Ê862;09.12.2016 20:03;___ _________;0;_____ ______ 50;300
10Ê185Ê950;09.12.2016 20:05;___ _________;0;_____ ______ 70;350
10Ê185Ê950;09.12.2016 20:07;_____ ______ 70;350;________ 99;399
10Ê185Ê910;10.12.2016 12:59;___ _________;0;_____ ______ 70;350
10Ê185Ê910;10.12.2016 13:00;_____ ______ 70;350;________ 99;399
10Ê186Ê051;10.12.2016 13:25;___ _________;0;________ 2015;399
10Ê136Ê387;10.12.2016 14:11;___ _________;0;_____ ______ 70;350
10Ê058Ê427;10.12.2016 14:22;___ _________;0;________ 2015;399
10Ê185Ê922;10.12.2016 15:53;___ _________;0;_____ ______ 50;300
10Ê186Ê045;10.12.2016 16:36;___ _________;0;_____ ______ 70;350
10Ê186Ê045;10.12.2016 16:38;_____ ______ 70;350;________ 99;399
10Ê101Ê541;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê174Ê330;25.03.2016 15:50;___ _________;0;________ 2015;399
10Ê043Ê842;11.12.2016 14:10;___ _________;0;___________ 50;250
10Ê063Ê688;11.12.2016 14:44;___ _________;0;_____ ______ 70;350
10Ê082Ê765;15.03.2016 10:14;______ _____ 600 _________;480;________;400
10Ê082Ê765;11.12.2016 15:25;________;400;___________ 50;250
10Ê082Ê765;11.12.2016 16:07;___________ 50;250;___________ 70;350
10Ê086Ê362;11.12.2016 17:04;___ _________;0;_____ ______ 70;350
10Ê112Ê934;15.06.2016 11:47;________;400;___________ 70;350
10Ê112Ê934;12.12.2016 8:35;___________ 70;350;___ _________;0
10Ê174Ê330;10.12.2016 21:01;________ 2015;399;________ 200 ____;449
10Ê174Ê832;11.04.2016 11:29;___ _________;0;_____ ______ 70;350
10Ê174Ê832;12.12.2016 9:02;_____ ______ 70;350;___ _________;0
10Ê141Ê338;15.03.2016 10:14;______ _____ 600 _________;480;________;400
10Ê141Ê338;12.12.2016 9:39;________;400;___ _________;0
10Ê015Ê990;06.09.2016 18:50;___ _________;0;________ 2015;399
10Ê015Ê990;12.12.2016 10:01;________ 2015;399;___ _________;0
10Ê101Ê963;29.12.2014 12:11;______ _____ 600 _________;480;________;400
10Ê101Ê963;12.12.2016 10:03;________;400;___ _________;0
10Ê145Ê578;20.10.2014 19:55;___ _________;0;__________;679
10Ê145Ê578;12.12.2016 10:07;__________;679;___ _________;0
10Ê149Ê539;26.12.2014 16:42;___ _________;0;________;400
10Ê149Ê539;12.12.2016 10:09;________;400;___ _________;0
10Ê025Ê707;11.03.2015 13:04;___ _________;0;________;400
10Ê025Ê707;12.12.2016 10:16;________;400;___ _________;0
10Ê180Ê668;23.08.2016 15:05;___ _________;0;________ 1 ____;800
10Ê180Ê668;12.12.2016 10:18;________ 1 ____;800;___ _________;0
10Ê115Ê883;28.10.2014 17:40;______ _____ 600 _________;480;________;400
10Ê115Ê883;12.12.2016 10:20;________;400;___ _________;0
10Ê176Ê246;29.04.2016 10:19;___ _________;0;_____ ______ 50;300
10Ê176Ê246;12.12.2016 10:26;_____ ______ 50;300;___ _________;0
10Ê157Ê549;14.05.2015 16:46;___ _________;0;________;400
10Ê157Ê549;12.12.2016 10:28;________;400;___ _________;0
10Ê009Ê249;12.12.2016 10:54;___ _________;0;________ 2015;399
10Ê185Ê810;07.12.2016 17:14;___ _________;0;_____ ______ 70;350
10Ê185Ê810;12.12.2016 11:06;_____ ______ 70;350;________ 99;399
10Ê186Ê054;12.12.2016 11:08;___ _________;0;________ 2015;399
10Ê174Ê563;22.12.2016 12:15;_____ ______ 50;300;___ _________;0
10Ê186Ê105;12.12.2016 11:33;___ _________;0;_____ ______ 70;350
10Ê186Ê010;12.12.2016 11:47;___ _________;0;________ 2015;399
10Ê186Ê006;12.12.2016 12:10;___ _________;0;_____ ______ 70;350
10Ê186Ê006;12.12.2016 12:10;_____ ______ 70;350;________ 99;399
10Ê186Ê002;12.12.2016 12:13;___ _________;0;_____ ______ 70;350
10Ê132Ê094;12.12.2016 12:17;___ _________;0;_____ ______ 50;300
10Ê186Ê114;12.12.2016 12:22;___ _________;0;_____ ______ 70;350
10Ê186Ê114;12.12.2016 12:24;_____ ______ 70;350;________ 2015;399
10Ê186Ê053;12.12.2016 12:27;___ _________;0;_____ ______ 70;350
10Ê186Ê053;12.12.2016 12:28;_____ ______ 70;350;________ 99;399
10Ê186Ê025;12.12.2016 12:33;___ _________;0;_____ ______ 70;350
10Ê186Ê025;12.12.2016 12:33;_____ ______ 70;350;________ 99;399
10Ê186Ê134;12.12.2016 12:35;___ _________;0;____ 25;249
10Ê130Ê857;12.12.2016 12:37;___ _________;0;________ 2015;399
10Ê101Ê541;15.12.2016 12:12;_______ _______ 70;350;___ _________;0
10Ê111Ê667;12.12.2016 13:11;___ _________;0;_____ ______ 70;350
10Ê168Ê173;29.11.2015 15:45;___ _________;0;________ 2015;399
10Ê168Ê173;12.12.2016 13:23;________ 2015;399;___ _________;0
10Ê129Ê084;21.01.2014 13:37;___ _________;0;_______;300
10Ê129Ê084;12.12.2016 13:24;_______;300;___ _________;0
10Ê178Ê922;07.07.2016 10:19;___ _________;0;________ 2015;399
10Ê178Ê922;12.12.2016 13:25;________ 2015;399;___ _________;0
10Ê185Ê948;12.12.2016 13:38;___ _________;0;_____ ______ 50;300
10Ê185Ê948;12.12.2016 13:40;_____ ______ 50;300;________ 99;399
10Ê179Ê085;12.12.2016 13:54;___ _________;0;_____ ______ 70;350
10Ê179Ê085;12.12.2016 13:55;_____ ______ 70;350;________ 99;399
10Ê185Ê987;13.12.2016 13:30;_____ ______ 70;350;________ 99;399
10Ê186Ê103;12.12.2016 14:04;___ _________;0;_____ ______ 70;350
10Ê186Ê103;12.12.2016 14:05;_____ ______ 70;350;________ 99;399
10Ê110Ê297;01.09.2014 0:55;__600;600;________;400
10Ê110Ê297;12.12.2016 14:10;________;400;___ _________;0
10Ê173Ê704;12.03.2016 13:33;___ _________;0;________ 2015;399
10Ê173Ê704;12.12.2016 14:13;________ 2015;399;___ _________;0
10Ê176Ê860;17.05.2016 12:18;___ _________;0;________ 2015;399
10Ê176Ê860;12.12.2016 14:16;________ 2015;399;___ _________;0
10Ê143Ê623;19.09.2014 18:43;___ _________;0;________;400
10Ê143Ê623;12.12.2016 14:18;________;400;___ _________;0
10Ê156Ê087;09.04.2015 11:35;___ _________;0;________;400
10Ê156Ê087;12.12.2016 14:23;________;400;___ _________;0
10Ê160Ê888;20.07.2015 12:59;___ _________;0;_____ ______ 50;300
10Ê160Ê888;12.12.2016 14:27;_____ ______ 50;300;___ _________;0
10Ê152Ê113;10.03.2016 18:07;___ _________;0;________ 2015;399
10Ê152Ê113;12.12.2016 14:30;________ 2015;399;___ _________;0
10Ê180Ê511;18.08.2016 11:24;___ _________;0;________ 2015;399
10Ê180Ê511;12.12.2016 14:31;________ 2015;399;___ _________;0
10Ê014Ê418;15.03.2016 10:14;______ _____ 600 _________;480;________;400
10Ê014Ê418;12.12.2016 14:33;________;400;___ _________;0
10Ê164Ê913;01.12.2016 19:46;________ 2015;399;___________ 50;250
10Ê164Ê913;12.12.2016 14:36;___________ 50;250;___ _________;0
10Ê173Ê221;01.03.2016 11:12;___ _________;0;________ 2015;399
10Ê173Ê221;12.12.2016 14:46;________ 2015;399;___ _________;0
10Ê140Ê303;02.10.2015 12:17;___ _________;0;_____ ______ 50;300
10Ê140Ê303;12.12.2016 14:49;_____ ______ 50;300;___ _________;0
10Ê185Ê932;12.12.2016 14:49;___ _________;0;_____ ______ 70;350
10Ê185Ê932;12.12.2016 14:50;_____ ______ 70;350;________ 99;399
10Ê139Ê844;08.06.2016 12:46;___ _________;0;_____ ______ 70;350
10Ê139Ê844;12.12.2016 14:53;_____ ______ 70;350;___ _________;0
10Ê086Ê690;19.09.2014 12:43;______ _____ 500 _________;380;________;400
10Ê086Ê690;12.12.2016 14:59;________;400;___ _________;0
10Ê186Ê048;12.12.2016 15:01;___ _________;0;_____ ______ 70;350
10Ê022Ê431;12.12.2016 15:01;___________ 50;250;___ _________;0
10Ê155Ê743;02.04.2015 12:57;___ _________;0;________;400
10Ê155Ê743;12.12.2016 15:06;________;400;___ _________;0
10Ê014Ê996;17.04.2016 12:46;______ _____ 500 _________;380;___________ 70;350
10Ê014Ê996;12.12.2016 15:14;___________ 70;350;___ _________;0
10Ê072Ê186;30.06.2015 11:42;___ _________;0;_____ ______ 50;300
10Ê072Ê186;12.12.2016 15:18;_____ ______ 50;300;___ _________;0
10Ê139Ê243;30.11.2015 17:12;___ _________;0;_____ ______ 50;300
10Ê139Ê243;12.12.2016 15:24;_____ ______ 50;300;___ _________;0
10Ê079Ê483;01.09.2014 0:55;__600;600;________;400
10Ê079Ê483;12.12.2016 15:27;________;400;___ _________;0
10Ê160Ê624;01.09.2015 10:38;________ 2015;399;_____ ______ 70;350
10Ê160Ê624;12.12.2016 15:30;_____ ______ 70;350;___ _________;0
10Ê185Ê921;12.12.2016 15:29;___ _________;0;_____ ______ 70;350
10Ê185Ê921;12.12.2016 15:30;_____ ______ 70;350;________ 99;399
10Ê186Ê165;12.12.2016 15:36;___ _________;0;_____ ______ 50;300
10Ê175Ê553;19.04.2016 18:52;___ _________;0;_____ ______ 50;300
10Ê175Ê553;12.12.2016 15:37;_____ ______ 50;300;___ _________;0
10Ê186Ê179;13.12.2016 14:07;___ _________;0;_____ ______ 70;350
10Ê186Ê121;12.12.2016 15:41;___ _________;0;____ 50;299
10Ê184Ê599;11.11.2016 11:21;___ _________;0;_____ ______ 70;350
10Ê184Ê599;12.12.2016 15:41;_____ ______ 70;350;________ 2015;399
10Ê162Ê316;24.08.2015 12:41;___ _________;0;_____ ______ 50;300
10Ê162Ê316;12.12.2016 15:51;_____ ______ 50;300;___ _________;0
10Ê001Ê753;25.09.2016 18:28;___________ 50;250;________;400
10Ê001Ê753;12.12.2016 15:58;________;400;___ _________;0
10Ê081Ê349;25.01.2015 17:35;______ _____ 500 _________;380;________;400
10Ê081Ê349;12.12.2016 16:01;________;400;___ _________;0
10Ê186Ê115;12.12.2016 16:13;___ _________;0;_____ ______ 70;350
10Ê083Ê519;02.03.2016 11:17;______ _____ 600 _________;480;________ 2015;399
10Ê083Ê519;12.12.2016 16:15;________ 2015;399;___ _________;0
10Ê186Ê076;12.12.2016 16:18;___ _________;0;_____ ______ 70;350
10Ê186Ê100;12.12.2016 16:22;___ _________;0;________ 2015;399
10Ê186Ê050;12.12.2016 16:25;___ _________;0;___________ 50;250
10Ê179Ê471;12.12.2016 16:32;___ _________;0;________ 2015;399
10Ê184Ê925;12.12.2016 16:44;___ _________;0;_____ ______ 70;350
10Ê184Ê925;12.12.2016 16:44;_____ ______ 70;350;________ 99;399
10Ê186Ê005;12.12.2016 16:50;___ _________;0;_____ ______ 70;350
10Ê186Ê005;12.12.2016 16:51;_____ ______ 70;350;________ 99;399
10Ê147Ê619;08.01.2017 14:08;___ _________;0;___________ 70;350
10Ê186Ê107;12.12.2016 17:47;___ _________;0;________ 2015;399
10Ê185Ê986;12.12.2016 18:49;___ _________;0;_____ ______ 70;350
10Ê186Ê380;17.12.2016 16:12;___ _________;0;________ 2015;399
10Ê184Ê268;12.12.2016 19:26;___ _________;0;_____ ______ 50;300
10Ê186Ê119;12.12.2016 19:30;___ _________;0;________ 2015;399
10Ê157Ê699;12.12.2016 19:44;___ _________;0;_____ ______ 70;350
10Ê157Ê699;12.12.2016 19:46;_____ ______ 70;350;________ 99;399
10Ê186Ê126;12.12.2016 19:48;___ _________;0;_____ ______ 70;350
10Ê186Ê126;12.12.2016 19:49;_____ ______ 70;350;________ 99;399
10Ê185Ê663;12.12.2016 22:30;___ _________;0;________ 2015;399
10Ê186Ê187;13.12.2016 14:04;___ _________;0;________ 2015;399
10Ê065Ê354;13.12.2016 14:24;___ _________;0;_____ ______ 70;350
10Ê065Ê354;13.12.2016 14:24;_____ ______ 70;350;________ 99;399
10Ê018Ê782;13.12.2016 14:38;___ _________;0;___________ 50;250
10Ê186Ê135;13.12.2016 15:23;___ _________;0;_____ ______ 70;350
10Ê186Ê135;13.12.2016 15:23;_____ ______ 70;350;________ 99;399
10Ê186Ê004;13.12.2016 15:25;___ _________;0;_____ ______ 70;350
10Ê186Ê004;13.12.2016 15:26;_____ ______ 70;350;________ 99;399
10Ê167Ê386;06.12.2016 14:24;___ _________;0;_____ ______ 70;350
10Ê186Ê071;13.12.2016 16:08;___ _________;0;________ 2015;399
10Ê106Ê246;15.03.2016 10:14;______ _____ 600 _________;480;________;400
10Ê076Ê109;13.12.2016 16:29;___ _________;0;_____ ______ 70;350
10Ê186Ê198;13.12.2016 16:31;___ _________;0;________ 99;399
10Ê035Ê674;13.12.2016 16:55;___ _________;0;_________ 70;349
10Ê179Ê844;13.12.2016 17:07;___ _________;0;_____ ______ 70;350
10Ê185Ê985;13.12.2016 17:21;___ _________;0;_____ ______ 70;350
10Ê185Ê985;13.12.2016 17:22;_____ ______ 70;350;________ 99;399
10Ê185Ê953;13.12.2016 17:27;___ _________;0;_____ ______ 70;350
10Ê185Ê953;13.12.2016 17:27;_____ ______ 70;350;________ 99;399
10Ê106Ê246;13.12.2016 16:28;________;400;___________ 50;250
10Ê186Ê167;13.12.2016 17:35;___ _________;0;________ 2015;399
10Ê186Ê185;13.12.2016 17:38;___ _________;0;_____ ______ 70;350
10Ê186Ê185;13.12.2016 17:39;_____ ______ 70;350;________ 99;399
10Ê186Ê044;13.12.2016 17:41;___ _________;0;_____ ______ 70;350
10Ê186Ê044;13.12.2016 17:41;_____ ______ 70;350;________ 99;399
10Ê184Ê679;13.12.2016 17:51;___ _________;0;_____ ______ 50;300
10Ê034Ê748;13.12.2016 18:14;___ _________;0;_________ 70;349
10Ê091Ê889;13.12.2016 19:01;___ _________;0;_____ ______ 70;350
10Ê186Ê136;13.12.2016 19:15;___ _________;0;_____ ______ 70;350
10Ê186Ê136;13.12.2016 19:17;_____ ______ 70;350;________ 99;399
10Ê185Ê877;13.12.2016 20:05;___ _________;0;_____ ______ 70;350
10Ê167Ê386;13.12.2016 15:54;_____ ______ 70;350;________ 2015;399
10Ê079Ê883;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê079Ê883;14.12.2016 9:30;_______ _______ 70;350;___ _________;0
10Ê186Ê181;13.12.2016 19:27;___ _________;0;________;400
10Ê082Ê197;12.11.2015 15:52;_______;300;_____ ______ 50;300
10Ê082Ê197;14.12.2016 10:33;_____ ______ 50;300;___ _________;0
10Ê184Ê191;14.12.2016 10:45;___ _________;0;________ 2015;399
10Ê138Ê432;14.12.2016 10:57;___ _________;0;_____ ______ 70;350
10Ê119Ê398;03.12.2014 21:50;______ _____ 600 ____;480;________;400
10Ê119Ê398;14.12.2016 11:01;________;400;___ _________;0
10Ê172Ê605;20.02.2016 15:49;___ _________;0;________ 2015;399
10Ê172Ê605;14.12.2016 11:07;________ 2015;399;___ _________;0
10Ê165Ê063;14.12.2016 11:27;___ _________;0;_____ ______ 70;350
10Ê186Ê201;14.12.2016 11:53;___ _________;0;_____ ______ 70;350
10Ê186Ê201;14.12.2016 11:54;_____ ______ 70;350;________ 99;399
10Ê186Ê137;14.12.2016 12:07;___ _________;0;_____ ______ 70;350
10Ê118Ê860;14.12.2016 12:15;___ _________;0;________ 2015;399
10Ê186Ê183;14.12.2016 12:22;___ _________;0;________ 2015;399
10Ê160Ê808;17.07.2015 13:32;___ _________;0;________ 2015;399
10Ê160Ê808;14.12.2016 12:30;________ 2015;399;___ _________;0
10Ê174Ê330;14.12.2016 12:30;________ 200 ____;449;________ 2015;399
10Ê186Ê242;14.12.2016 12:30;___ _________;0;_____ ______ 70;350
10Ê186Ê242;14.12.2016 12:31;_____ ______ 70;350;________ 99;399
10Ê145Ê725;14.12.2016 12:32;___ _________;0;_____ ______ 70;350
10Ê131Ê746;14.12.2016 12:33;___ _________;0;_____ ______ 50;300
10Ê155Ê412;14.12.2016 12:57;___ _________;0;________ 2015;399
10Ê147Ê430;07.04.2015 8:53;___ _________;0;________;400
10Ê147Ê430;14.12.2016 12:58;________;400;___________ 50;250
10Ê130Ê857;12.12.2016 13:11;________ 2015;399;________ 200 ____;449
10Ê130Ê857;14.12.2016 13:25;________ 200 ____;449;________ 2015;399
10Ê131Ê428;30.03.2015 17:54;___ _________;0;________;400
10Ê131Ê428;14.12.2016 13:32;________;400;___ _________;0
10Ê179Ê595;26.07.2016 15:40;___ _________;0;________ 2015;399
10Ê179Ê595;14.12.2016 13:36;________ 2015;399;___ _________;0
10Ê158Ê656;10.08.2016 11:16;___ _________;0;________ 2015;399
10Ê158Ê656;14.12.2016 13:45;________ 2015;399;___ _________;0
10Ê180Ê299;14.08.2016 9:58;___ _________;0;_____ ______ 70;350
10Ê180Ê299;14.12.2016 13:53;_____ ______ 70;350;___ _________;0
10Ê151Ê884;12.07.2016 10:18;___ _________;0;________ 2015;399
10Ê151Ê884;14.12.2016 13:55;________ 2015;399;___ _________;0
10Ê110Ê299;14.12.2016 13:58;___________ 50;250;___ _________;0
10Ê180Ê272;15.08.2016 15:47;___ _________;0;________ 2015;399
10Ê180Ê272;14.12.2016 14:02;________ 2015;399;___ _________;0
10Ê098Ê150;14.12.2016 14:27;___ _________;0;_____ ______ 70;350
10Ê153Ê773;14.07.2015 11:12;___ _________;0;________ 2015;399
10Ê153Ê773;14.12.2016 14:40;________ 2015;399;___ _________;0
10Ê186Ê140;14.12.2016 14:40;___ _________;0;_____ ______ 70;350
10Ê141Ê981;16.06.2016 19:29;________;400;_____ ______ 70;350
10Ê141Ê981;14.12.2016 14:54;_____ ______ 70;350;___ _________;0
10Ê185Ê753;05.12.2016 12:37;___ _________;0;_____ ______ 70;350
10Ê185Ê753;14.12.2016 15:01;_____ ______ 70;350;___________ 50;250
10Ê186Ê180;14.12.2016 15:30;___ _________;0;_____ ______ 70;350
10Ê186Ê253;14.12.2016 15:32;___ _________;0;_____ ______ 70;350
10Ê186Ê253;14.12.2016 15:34;_____ ______ 70;350;________ 99;399
10Ê081Ê311;14.12.2016 15:39;________;400;___ _________;0
10Ê130Ê524;02.12.2015 18:41;___ _________;0;_____ ______ 70;350
10Ê130Ê524;14.12.2016 15:47;_____ ______ 70;350;___ _________;0
10Ê017Ê815;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê017Ê815;14.12.2016 15:54;_______ _______ 70;350;___ _________;0
10Ê039Ê006;14.12.2016 15:56;_______;300;___ _________;0
